32.664526;-115.441296;0.88;2.92;1.41;10.84;-1.57;-1.00;-0.05;14.95;7.15;24.20;12.80;101451;-0.83

32.664524;-115.441294;0.90;2.95;1.48;10.83;-1.22;-0.92;-0.11;15.13;7.51;24.30;12.13;101446;-0.58

32.664523;-115.441295;0.90;2.96;1.48;10.84;-1.66;-0.82;-0.05;15.15;7.53;24.30;12.05;101446;-0.67

32.664523;-115.441295;0.90;2.87;1.46;10.85;-1.64;-1.55;1.00;14.72;7.42;24.30;11.88;101446;-0.67

32.664522;-115.441294;0.90;2.77;2.17;10.93;11.07;-0.44;5.05;13.98;10.91;24.30;12.38;101443;-0.41

32.664520;-115.441293;0.90;-1.01;8.49;2.14;81.21;-10.08;0.50;-6.57;74.49;24.30;12.21;101450;-0.08

32.664520;-115.441291;0.90;-0.23;9.55;1.63;-2.32;-0.09;0.48;-1.35;80.25;24.30;12.21;101448;-0.75

32.664523;-115.441298;0.90;-0.22;9.69;1.82;-1.98;-0.88;-0.88;-1.28;79.30;24.30;12.30;101446;-0.25

32.664525;-115.441303;0.90;0.03;10.22;1.54;1.98;6.24;-1.65;0.15;81.45;24.30;12.96;101444;-0.33

32.664527;-115.441307;0.90;0.06;9.44;1.02;0.10;-1.58;-2.43;0.39;83.85;24.30;12.30;101441;-0.25

32.664528;-115.441310;0.88;-0.39;9.45;1.27;-5.56;-15.44;-1.46;-2.36;82.02;24.30;12.55;101437;0.25

32.664530;-115.441311;0.88;0.18;9.53;1.55;2.30;13.73;-2.49;1.05;80.76;24.30;12.96;101433;0.17

32.664532;-115.441313;0.88;0.08;9.11;1.51;6.27;7.77;13.08;0.48;80.64;24.30;13.04;101426;0.25

32.664531;-115.441314;0.88;0.10;9.28;0.98;-14.50;1.26;7.44;0.59;84.00;24.30;12.96;101436;0.17

32.664531;-115.441312;0.88;-0.06;9.53;1.12;-8.61;0.07;-2.90;-0.34;83.32;24.30;12.80;101438;0.50

32.664532;-115.441314;0.88;0.36;9.32;0.52;6.08;-3.27;8.74;2.21;86.15;24.30;12.88;101442;-0.58

32.664532;-115.441314;0.88;-0.60;9.78;0.41;-13.38;-9.22;10.83;-3.53;85.77;24.30;12.46;101442;-0.08

32.664532;-115.441314;0.88;0.22;10.07;1.23;-4.10;-0.61;-0.96;1.24;82.95;24.30;12.46;101445;-0.25

32.664534;-115.441315;0.88;0.24;9.54;1.11;-1.27;2.50;-0.35;1.44;83.26;24.40;12.46;101449;-0.41

32.664533;-115.441315;0.88;-0.25;9.63;1.07;12.53;6.23;-12.63;-1.50;83.52;24.40;12.21;101446;-0.33

32.664532;-115.441313;0.88;-0.51;9.07;0.64;2.41;-28.97;3.98;-3.24;84.86;24.40;12.05;101444;-0.91

32.664532;-115.441312;0.88;-0.53;10.16;1.98;-9.51;-1.73;4.02;-2.92;78.62;24.40;11.96;101445;-0.41

32.664531;-115.441314;0.88;-0.37;10.21;0.47;5.02;-10.08;-0.67;-2.08;86.67;24.40;12.05;101444;-0.67

32.664528;-115.441313;0.88;1.57;8.31;2.83;6.05;9.27;-7.37;10.15;68.74;24.40;12.30;101444;-0.25

32.664528;-115.441314;0.88;0.50;9.66;1.05;-0.76;-0.31;1.60;2.96;83.15;24.40;11.55;101446;-0.25

32.664527;-115.441314;0.98;0.44;9.62;0.84;1.64;-1.02;-2.22;2.60;84.41;24.40;12.30;101442;-0.91

32.664533;-115.441317;0.98;0.30;9.60;0.96;-8.35;-0.70;2.49;1.76;84.04;24.40;12.30;101446;-1.00

32.664534;-115.441317;0.98;0.11;9.65;1.81;-2.47;-1.22;0.90;0.67;79.41;24.40;12.55;101447;-0.33

32.664534;-115.441318;0.99;0.15;9.67;1.51;-2.98;-1.29;-0.20;0.90;81.11;24.40;12.46;101442;-0.58

32.664535;-115.441319;0.98;0.10;9.66;1.39;-1.74;-0.95;0.15;0.60;81.83;24.40;12.46;101448;-0.25

32.664539;-115.441318;0.88;0.19;9.63;1.52;-2.31;-1.19;0.62;1.13;81.00;24.40;12.38;101449;-0.58

32.664541;-115.441317;0.88;0.19;9.66;1.52;-0.05;-1.18;0.09;1.12;81.06;24.40;12.13;101439;-0.75

32.664543;-115.441318;0.88;0.12;9.60;1.56;-2.64;-1.04;0.29;0.69;80.77;24.40;12.63;101444;-0.25

32.664545;-115.441318;0.88;0.05;9.71;1.60;-1.56;-1.00;0.49;0.29;80.69;24.40;12.13;101444;-0.75

32.664548;-115.441319;0.88;-0.02;9.68;2.22;-8.33;-0.96;-0.17;-0.10;77.09;24.40;12.38;101439;-0.08

32.664552;-115.441318;0.88;0.08;9.70;1.70;-1.90;-0.94;0.04;0.45;80.11;24.40;11.88;101447;-0.17

32.664553;-115.441319;0.88;0.12;9.69;1.73;-1.96;-1.05;0.25;0.70;79.92;24.40;12.30;101445;-0.08

32.664553;-115.441322;0.88;0.18;9.62;1.68;-1.98;-0.95;-0.21;1.04;80.07;24.40;11.96;101441;-0.33

32.664554;-115.441323;0.88;0.19;9.64;1.72;-1.20;-1.27;0.25;1.09;79.89;24.40;12.05;101440;-0.50

32.664555;-115.441321;0.88;0.11;9.84;1.11;-3.69;-0.79;-0.46;0.65;83.58;24.40;12.13;101443;0.00

32.664556;-115.441321;0.88;0.18;9.64;1.61;-2.25;-1.17;0.46;1.08;80.49;24.40;12.21;101450;-0.58

32.664557;-115.441321;0.88;0.23;9.58;1.71;-0.02;-0.93;-0.34;1.35;79.82;24.40;12.63;101442;0.33

32.664556;-115.441321;0.88;0.17;9.63;1.64;-1.24;-1.05;-0.12;1.01;80.29;24.40;12.63;101445;-0.58

32.664557;-115.441321;0.88;0.20;9.60;1.67;-0.26;-1.11;-0.11;1.20;80.08;24.40;12.05;101443;-0.75

32.664558;-115.441322;0.88;0.14;9.65;1.53;-2.64;-1.04;1.27;0.82;81.02;24.40;12.38;101443;-0.17

32.664560;-115.441323;0.88;0.18;9.61;1.85;-0.54;-1.09;0.57;1.05;79.11;24.40;12.30;101442;-0.67

32.664558;-115.441323;0.88;0.00;9.64;2.03;-19.32;-0.78;-3.74;0.00;78.15;24.40;12.63;101446;0.00

32.664561;-115.441313;0.88;0.20;9.32;2.85;-11.13;-2.63;8.12;1.15;72.99;24.50;12.71;101443;-0.50

32.664564;-115.441308;0.88;-0.07;9.69;2.21;-0.63;-0.99;0.35;-0.40;77.17;24.50;12.38;101444;-0.50

32.664565;-115.441308;0.97;-0.06;9.64;2.39;-0.13;-1.03;0.63;-0.35;76.10;24.50;12.80;101441;-0.33

32.664566;-115.441310;0.97;-0.20;9.72;2.40;-3.51;-1.58;-0.23;-1.12;76.12;24.50;12.30;101447;-0.50

32.664565;-115.441313;0.97;-0.10;9.62;2.01;-0.27;-0.81;-1.14;-0.59;78.20;24.50;12.55;101445;-0.08

32.664567;-115.441313;0.97;-0.16;9.57;2.29;-1.77;-0.73;0.37;-0.92;76.56;24.50;12.71;101442;-0.17

32.664571;-115.441313;0.97;-0.10;9.62;2.06;-2.00;-0.82;-0.05;-0.60;77.96;24.50;12.30;101446;-0.17

12.03;101729;-0.50,-19,11

+RCV=1,99,32.628921;-115.446647;1.94;-0.17;-0.14;11.32;-1.80;-1.06;0.11;-0.87;-0.70;28.20;-11.78;101732;-0.17,-19,11

+RCV=1,100,32.628918;-115.446642;1.94;-0.16;-0.12;11.31;-1.62;-0.82;-0.03;-0.80;-0.63;28.20;-11.29;101729;-0.25,-17,11

+RCV=1,100,32.628918;-115.446640;1.94;-0.19;-0.14;11.23;-1.68;-1.00;-0.11;-0.99;-0.73;28.20;-11.54;101734;-1.08,-16,11

+RCV=1,100,32.628922;-115.446641;1.94;-0.23;-0.15;11.23;-1.57;-0.90;-0.09;-1.17;-0.75;28.20;-11.37;101733;-0.75,-20,11

+RCV=1,99,32.628910;-115.446648;1.94;-0.19;-0.11;11.41;-1.72;-0.93;-0.02;-0.95;-0.58;28.20;-11.54;101734;0.08,-14,10

+RCV=1,99,32.628909;-115.446646;1.94;-0.18;-0.12;11.38;-1.77;-1.00;-0.02;-0.90;-0.60;28.20;-11.37;101726;0.58,-14,11

+RCV=1,99,32.628922;-115.446649;1.19;-0.21;-0.08;11.29;-1.73;-0.87;-0.09;-1.07;-0.39;28.20;-11.29;101728;0.17,-15,11

+RCV=1,98,32.628916;-115.446649;1.19;-0.24;-0.10;11.32;-1.67;-0.85;0.04;-1.20;-0.48;28.20;-10.87;101727;0.42,-15,11

+RCV=1,97,32.628899;-115.446649;1.19;-0.27;-0.18;11.30;0.62;-1.00;3.41;-1.37;-0.93;28.20;-11.37;101728;0.66,-14,10

+RCV=1,97,32.628891;-115.446650;1.19;-0.24;1.29;11.38;12.05;-3.81;-0.73;-1.22;6.45;28.20;-11.20;101726;0.75,-19,11

+RCV=1,96,32.628882;-115.446650;1.19;-2.36;5.15;9.34;19.53;8.92;3.68;-12.49;28.12;28.20;-11.12;101732;0.00,-23,11

+RCV=1,97,32.628874;-115.446652;1.25;1.48;7.07;8.39;-15.49;-37.63;20.02;7.71;39.69;28.20;-11.20;101726;0.17,-22,9


-7.72;101694;-0.42,-12,10

+RCV=1,98,32.628840;-115.446639;0.97;-0.20;-0.15;11.35;-1.73;-0.98;-0.10;-0.99;-0.77;28.10;-8.13;101689;0.17,-12,10

+RCV=1,99,32.628840;-115.446639;0.97;-0.23;-0.11;11.30;-1.90;-0.96;-0.05;-1.18;-0.56;28.10;-8.47;101689;-0.17,-12,10

+RCV=1,99,32.628840;-115.446638;0.97;-0.19;-0.09;11.25;-1.72;-0.93;-0.02;-0.98;-0.44;28.10;-7.89;101686;-0.17,-12,10

+RCV=1,98,32.628840;-115.446640;0.97;-0.17;-0.12;11.26;-1.67;-1.08;-0.15;-0.88;-0.63;28.10;-7.72;101686;0.17,-12,10

+RCV=1,98,32.628840;-115.446640;0.90;-0.21;-0.14;11.20;-1.67;-1.11;0.08;-1.08;-0.72;28.10;-7.97;101690;-0.50,-16,10

+RCV=1,97,32.628842;-115.446641;0.97;-0.20;-0.19;11.25;-1.63;-1.17;0.13;-1.02;-0.99;28.10;-8.22;101692;0.50,-11,10

+RCV=1,98,32.628843;-115.446640;0.90;-0.19;-0.11;11.32;-1.63;-0.89;-0.13;-0.97;-0.57;28.10;-7.80;101687;0.66,-12,10

+RCV=1,97,32.628845;-115.446640;0.90;-0.16;-0.11;11.36;-1.70;-0.75;0.00;-0.81;-0.53;28.10;-8.30;101695;0.08,-12,10

+RCV=1,98,32.628846;-115.446639;0.90;-0.14;-0.14;11.28;-1.72;-0.97;-0.28;-0.71;-0.69;28.10;-7.89;101691;0.33,-12,10

+RCV=1,98,32.628846;-115.446639;0.90;-0.20;-0.08;11.30;-1.69;-1.31;-0.09;-1.00;-0.40;28.10;-8.38;101688;0.75,-12,10

+RCV=1,98,32.628845;-115.446639;0.90;-0.25;-0.14;11.30;-1.58;-0.99;0.15;-1.26;-0.70;28.10;-8.30;101697;-0.08,-12,10

+RCV=1,98,32.628845;-115.446639;0.90;-0.18;-0.12;11.26;-1.73;-0.86;0.15;-0.91;-0.63;28.10;-8.47;101689;-0.17,-12,10

+RCV=1,98,32.628845;-115.446639;0.90;-0.22;-0.11;11.24;-1.53;-0.88;-0.06;-1.10;-0.54;28.10;-8.55;101690;0.25,-12,10

+RCV=1,98,32.628844;-115.446640;0.90;-0.14;-0.11;11.36;-1.68;-0.82;-0.09;-0.71;-0.58;28.10;-7.64;101686;0.66,-12,10

+RCV=1,98,32.628845;-115.446639;0.90;-0.17;-0.13;11.41;-1.76;-1.29;-0.20;-0.88;-0.65;28.10;-7.97;101691;0.00,-12,10

+RCV=1,98,32.628845;-115.446639;0.90;-0.20;-0.14;11.31;-1.75;-0.85;-0.09;-1.03;-0.69;28.20;-7.47;101684;0.00,-12,10

+RCV=1,98,32.628845;-115.446640;0.90;-0.16;-0.19;11.28;-1.69;-1.12;-0.07;-0.81;-0.95;28.10;-7.72;101687;0.25,-11,10

+RCV=1,98,32.628844;-115.446641;0.90;-0.17;-0.15;11.34;-1.85;-0.93;-0.01;-0.86;-0.74;28.10;-7.47;101683;0.33,-12,11

+RCV=1,98,32.628845;-115.446642;0.90;-0.17;-0.12;11.26;-1.84;-1.02;-0.30;-0.88;-0.61;28.10;-7.64;101685;0.58,-12,11

+RCV=1,98,32.628845;-115.446642;0.90;-0.15;-0.11;11.20;-1.82;-0.98;-0.06;-0.75;-0.56;28.10;-7.80;101683;0.42,-12,10

+RCV=1,98,32.628846;-115.446642;0.90;-0.19;-0.14;11.34;-1.71;-0.81;-0.06;-0.98;-0.73;28.20;-7.55;101681;0.75,-12,10

+RCV=1,97,32.628845;-115.446643;0.90;-0.20;-0.12;11.31;-1.75;-0.90;0.16;-0.99;-0.63;28.20;-7.47;101683;0.25,-12,10

+RCV=1,97,32.628845;-115.446643;0.90;-0.16;-0.15;11.31;-1.67;-0.92;0.16;-0.81;-0.74;28.20;-7.55;101687;0.33,-11,11

+RCV=1,97,32.628845;-115.446642;0.90;-0.17;-0.17;11.28;-1.70;-1.09;0.06;-0.86;-0.85;28.20;-7.47;101689;0.08,-12,10

+RCV=1,98,32.628845;-115.446642;0.90;-0.17;-0.16;11.32;-1.77;-0.98;-0.12;-0.87;-0.79;28.20;-7.72;101685;0.42,-12,10

+RCV=1,97,32.628845;-115.446640;0.90;-0.17;-0.11;11.24;-1.78;-0.95;0.00;-0.87;-0.54;28.20;-7.97;101691;0.42,-12,10

+RCV=1,98,32.628845;-115.446640;0.90;-0.11;-0.17;11.27;-1.78;-0.96;-0.06;-0.54;-0.86;28.20;-7.55;101688;0.08,-12,11

+RCV=1,99,32.628845;-115.446640;0.90;-0.13;-0.13;11.31;-1.83;-1.01;-0.12;-0.64;-0.67;28.20;-7.80;101689;-0.08,-12,10

+RCV=1,97,32.628845;-115.446639;0.90;-0.20;-0.22;11.29;-1.78;-0.95;0.00;-1.01;-1.12;28.20;-7.64;101690;0.83,-12,10

+RCV=1,98,32.628845;-115.446638;0.90;-0.17;-0.10;11.30;-1.79;-1.05;-0.15;-0.89;-0.49;28.20;-7.89;101686;0.33,-12,10

+RCV=1,97,32.628845;-115.446637;0.90;-0.15;-0.09;11.26;-1.57;-0.92;0.06;-0.78;-0.48;28.20;-7.55;101685;0.66,-11,11

+RCV=1,97,32.628845;-115.446636;0.90;-0.12;-0.17;11.33;-1.68;-1.03;0.12;-0.63;-0.87;28.20;-7.89;101688;0.33,-11,10

+RCV=1,98,32.628844;-115.446633;0.90;-0.18;-0.09;11.32;-1.74;-1.06;-0.08;-0.91;-0.44;28.10;-7.97;101684;0.50,-13,10

+RCV=1,98,32.628845;-115.446632;0.90;-0.17;-0.15;11.30;-1.77;-0.85;0.03;-0.86;-0.78;28.20;-7.80;101684;-0.08,-12,10

+RCV=1,99,32.628844;-115.446632;0.90;-0.19;-0.14;11.36;-1.85;-1.14;-0.02;-0.98;-0.70;28.20;-8.13;101690;-0.17,-12,10

+RCV=1,97,32.628844;-115.446631;0.90;-0.16;-0.16;11.34;-1.66;-1.02;0.08;-0.82;-0.80;28.20;-7.47;101686;0.50,-12,11

+RCV=1,98,32.628844;-115.446631;0.90;-0.17;-0.14;11.26;-1.67;-0.94;-0.11;-0.89;-0.73;28.10;-7.64;101685;0.00,-12,10

+RCV=1,98,32.628843;-115.446630;0.90;-0.18;-0.17;11.20;-1.74;-1.05;-0.12;-0.92;-0.87;28.10;-7.97;101688;0.50,-12,10

+RCV=1,98,32.628843;-115.446629;0.90;-0.15;-0.07;11.36;-1.74;-0.95;-0.24;-0.74;-0.36;28.10;-8.22;101686;0.50,-12,10

+RCV=1,98,32.628843;-115.446629;0.90;-0.20;-0.13;11.30;-1.66;-1.05;-0.06;-1.03;-0.66;28.10;-7.89;101680;0.17,-12,10

+RCV=1,98,32.628843;-115.446628;0.90;-0.16;-0.12;11.31;-1.77;-1.21;-0.02;-0.82;-0.61;28.20;-7.47;101682;0.66,-12,10

+RCV=1,98,32.628843;-115.446628;0.90;-0.15;-0.13;11.41;-1.73;-0.95;-0.05;-0.76;-0.66;28.20;-7.97;101683;0.66,-12,11

+RCV=1,97,32.628842;-115.446629;0.90;-0.19;-0.14;11.28;-1.69;-1.15;0.02;-0.95;-0.72;28.20;-7.97;101686;0.17,-12,10

+RCV=1,98,32.628842;-115.446629;0.90;-0.14;-0.10;11.33;-1.73;-1.09;-0.02;-0.69;-0.50;28.20;-7.39;101687;0.17,-12,10

+RCV=1,98,32.628844;-115.446628;0.96;-0.22;-0.15;11.41;-1.78;-1.02;-0.07;-1.12;-0.77;28.20;-8.05;101688;0.33,-12,10

+RCV=1,98,32.628843;-115.446628;0.96;-0.10;-0.11;11.31;-1.69;-1.02;-0.05;-0.49;-0.57;28.20;-7.89;101685;0.17,-12,10

+RCV=1,97,32.628843;-115.446627;0.96;-0.21;-0.08;11.34;-1.59;-0.90;0.11;-1.04;-0.41;28.20;-8.05;101687;0.42,-12,10

+RCV=1,98,32.628844;-115.446627;0.96;-0.20;-0.10;11.24;-1.67;-1.09;-0.09;-1.00;-0.53;28.20;-7.72;101686;0.66,-12,11

+RCV=1,98,32.628844;-115.446627;0.96;-0.18;-0.12;11.31;-1.69;-1.04;0.02;-0.91;-0.62;28.20;-7.64;101687;-0.08,-12,10

+RCV=1,97,32.628844;-115.446627;0.96;-0.18;-0.11;11.28;-1.75;-0.98;0.04;-0.90;-0.56;28.20;-7.47;101686;0.50,-11,10

+RCV=1,97,32.628843;-115.446627;0.96;-0.16;-0.11;11.30;-1.77;-0.84;0.08;-0.81;-0.55;28.20;-8.13;101693;0.42,-12,10

+RCV=1,97,32.628844;-115.446627;0.90;-0.22;-0.17;11.27;-1.73;-1.11;0.15;-1.13;-0.89;28.20;-7.39;101688;0.08,-12,10

+RCV=1,98,32.628844;-115.446626;0.90;-0.17;-0.15;11.31;-1.88;-0.96;0.06;-0.84;-0.78;28.20;-7.97;101685;-0.17,-12,10

+RCV=1,98,32.628844;-115.446626;0.90;-0.17;-0.17;11.30;-1.68;-0.82;-0.03;-0.87;-0.89;28.20;-7.97;101682;0.50,-11,11

+RCV=1,97,32.628844;-115.446626;0.90;-0.21;-0.14;11.28;-1.85;-1.11;0.05;-1.07;-0.73;28.20;-7.89;101689;0.33,-12,11

+RCV=1,98,32.628844;-115.446626;0.90;-0.21;-0.17;11.27;-1.77;-1.09;-0.11;-1.05;-0.88;28.20;-7.89;101693;0.33,-11,10

+RCV=1,97,32.628842;-115.446628;0.90;-0.17;-0.11;11.33;-1.70;-0.95;0.05;-0.85;-0.56;28.20;-8.13;101689;0.00,-11,11

+RCV=1,98,32.628842;-115.446627;0.90;-0.19;-0.19;11.27;-1.64;-0.98;-0.10;-0.95;-0.95;28.20;-7.89;101685;0.08,-11,11

+RCV=1,98,32.628842;-115.446627;0.96;-0.17;-0.12;11.24;-1.82;-1.05;-0.14;-0.85;-0.61;28.20;-8.55;101689;0.42,-12,11

+RCV=1,98,32.628842;-115.446627;0.96;-0.16;-0.12;11.24;-1.82;-0.72;-0.12;-0.81;-0.63;28.20;-7.55;101688;0.25,-15,11

+RCV=1,97,32.628842;-115.446628;0.96;-0.21;-0.15;11.26;-1.58;-0.76;0.12;-1.07;-0.74;28.20;-8.13;101688;0.33,-12,11

+RCV=1,99,32.628842;-115.446628;0.96;-0.11;-0.21;11.32;-1.63;-0.88;-0.37;-0.57;-1.05;28.20;-8.47;101691;-0.08,-13,10

+RCV=1,98,32.628842;-115.446628;0.96;-0.11;-0.19;11.24;-1.76;-0.80;-0.27;-0.57;-0.99;28.20;-8.47;101693;0.08,-14,11

+RCV=1,97,32.628842;-115.446628;0.96;-0.00;-0.05;11.47;-1.63;-1.00;0.11;-0.01;-0.25;28.20;-7.80;101692;0.08,-11,11

+RCV=1,98,32.628842;-115.446627;0.96;-0.26;-0.09;11.28;-1.66;-1.04;-0.09;-1.30;-0.46;28.20;-7.80;101690;0.50,-11,10

+RCV=1,98,32.628840;-115.446626;0.96;-0.20;-0.20;11.28;-1.55;-0.87;-0.15;-1.00;-1.00;28.20;-7.89;101693;0.33,-11,11

+RCV=1,97,32.628840;-115.446627;0.96;-0.20;-0.11;11.32;-1.75;-1.21;0.07;-1.01;-0.56;28.20;-7.47;101687;0.50,-11,10

+RCV=1,98,32.628840;-115.446628;0.96;-0.11;-0.21;11.28;-1.69;-0.94;-0.02;-0.58;-1.05;28.20;-7.47;101689;0.17,-11,11

+RCV=1,99,32.628839;-115.446629;0.96;-0.22;-0.14;11.37;-1.78;-0.98;-0.06;-1.10;-0.69;28.20;-7.72;101685;-0.08,-11,11

+RCV=1,97,32.628838;-115.446629;0.96;-0.15;-0.11;11.32;-1.88;-1.17;0.03;-0.76;-0.57;28.20;-7.89;101685;0.08,-10,11

+RCV=1,98,32.628837;-115.446628;0.96;-0.13;-0.16;11.27;-1.71;-1.06;-0.14;-0.65;-0.79;28.20;-8.30;101687;0.66,-12,10

+RCV=1,98,32.628837;-115.446629;0.96;-0.17;-0.14;11.21;-1.85;-0.98;-0.11;-0.84;-0.71;28.20;-7.30;101688;0.66,-11,11

+RCV=1,97,32.628836;-115.446629;0.96;-0.11;-0.18;11.28;-1.83;-1.01;0.02;-0.56;-0.94;28.20;-7.72;101685;0.33,-12,11

+RCV=1,98,32.628836;-115.446629;0.96;-0.17;-0.16;11.31;-1.69;-1.00;-0.14;-0.86;-0.79;28.20;-8.05;101691;0.00,-12,10

+RCV=1,97,32.628836;-115.446629;0.96;-0.15;-0.20;11.34;-1.76;-0.95;0.19;-0.75;-1.02;28.20;-7.64;101684;0.08,-12,11

+RCV=1,98,32.628836;-115.446629;0.96;-0.18;-0.12;11.37;-1.81;-0.89;-0.09;-0.89;-0.62;28.20;-7.55;101685;0.83,-13,10

+RCV=1,97,32.628836;-115.446629;0.96;-0.18;-0.03;11.33;-1.74;-0.95;0.04;-0.93;-0.16;28.20;-7.80;101684;0.42,-10,11

+RCV=1,95,32.628835;-115.446629;0.96;-0.13;0.04;11.42;-1.70;-1.10;0.03;-0.67;0.19;28.20;-7.97;101682;0.50,-12,11

+RCV=1,99,32.628836;-115.446629;0.96;-0.22;-0.04;11.32;-1.76;-0.85;-0.05;-1.10;-0.22;28.20;-7.72;101693;-0.08,-13,11

+RCV=1,98,32.628836;-115.446629;0.96;-0.18;-0.17;11.25;-1.66;-1.04;0.01;-0.90;-0.85;28.20;-7.89;101693;-0.33,-13,11

+RCV=1,98,32.628836;-115.446628;0.96;-0.19;-0.11;11.26;-1.76;-0.94;-0.02;-0.96;-0.56;28.20;-7.22;101682;0.75,-13,10

